Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range,Support,Resistance,Open,High,Low,Close,Range_Flag
2024-12-18,Wednesday,December,9:00 AM - MARKET OPEN,Mint,BUY,26460.2,27729.44,26081.58,1:3.35,4.8%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25927,26861,UPSIDE: 117 points,"Chemical sector focus | Atul, Bayer gains on exports",25927 - 26861,25927.0,26861.0,24297.95,24394.45,24149.85,24198.85,BREACHED_BELOW
2024-12-19,Thursday,December,9:00 AM - MARKET OPEN,Mint,BUY,25826.6,27077.53,25536.93,1:4.32,4.84%,MODERATELY BULLISH,Head & Shoulders | Downside Risk,25931,26893,UPSIDE: 197 points,"FMCG holding support | ITC, HUL steady amid volatility",25931 - 26893,25931.0,26893.0,23877.15,24004.9,23870.3,23951.7,BREACHED_BELOW
2024-12-20,Friday,December,9:00 AM - MARKET OPEN,Mint,BUY,25963.0,26739.08,25587.93,1:2.07,2.99%,NEUTRAL,Support Breach | Watch 25800,25900,26943,UPSIDE: 185 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25900 - 26943,25900.0,26943.0,23960.7,24065.8,23537.35,23587.5,BREACHED_BELOW
2024-12-23,Monday,December,9:00 AM - MARKET OPEN,Mint,SELL,26510.4,25776.61,26954.24,1:1.65,2.77%,NEUTRAL/BULLISH,Golden Cross | Resistance at 27000,25925,26896,DOWNSIDE: 96 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25925 - 26896,25925.0,26896.0,23738.2,23869.55,23647.2,23753.45,BREACHED_BELOW
2024-12-24,Tuesday,December,9:00 AM - MARKET OPEN,Mint,BUY,25796.8,27031.49,25336.43,1:2.68,4.79%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25933,26815,UPSIDE: 173 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25933 - 26815,25933.0,26815.0,23769.1,23867.65,23685.15,23727.65,BREACHED_BELOW
2024-12-26,Thursday,December,9:00 AM - MARKET OPEN,Mint,SELL,26398.2,25465.71,26760.85,1:2.57,3.53%,STRONG BULLISH,Head & Shoulders | Downside Risk,25928,26923,DOWNSIDE: 77 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25928 - 26923,25928.0,26923.0,23775.8,23854.5,23653.6,23750.2,BREACHED_BELOW
2024-12-27,Friday,December,9:00 AM - MARKET OPEN,Mint,SELL,26223.6,25328.41,26575.69,1:2.54,3.41%,STRONG BULLISH,Moving Average Crossover | Trend Change,25951,26840,DOWNSIDE: 196 points,Cement stocks stable | UltraTech holding ground,25951 - 26840,25951.0,26840.0,23801.4,23938.85,23800.6,23813.4,BREACHED_BELOW
2024-12-30,Monday,December,9:00 AM - MARKET OPEN,Mint,BUY,26249.0,27468.42,25913.54,1:3.64,4.65%,STRONG BULLISH,Bollinger Bands Squeeze | Volatility Expected,25920,26976,UPSIDE: 189 points,Q3 earnings season | Corporate profits robust,25920 - 26976,25920.0,26976.0,23796.9,23915.35,23599.3,23644.9,BREACHED_BELOW
2024-12-31,Tuesday,December,9:00 AM - MARKET OPEN,Mint,BUY,26509.4,27140.3,26039.47,1:1.34,2.38%,NEUTRAL,Head & Shoulders | Downside Risk,25919,26932,UPSIDE: 197 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25919 - 26932,25919.0,26932.0,23560.6,23689.85,23460.45,23644.8,BREACHED_BELOW
2025-01-01,Wednesday,January,9:00 AM - MARKET OPEN,Mint,SELL,26638.8,25882.15,27070.47,1:1.75,2.84%,BULLISH,Higher High-Higher Low | Bull Run Continues,25968,26998,DOWNSIDE: 117 points,Telecom strength | Bharti Airtel gains on tariff hikes,25968 - 26998,25968.0,26998.0,23637.65,23822.8,23562.8,23742.9,BREACHED_BELOW
2025-01-02,Thursday,January,9:00 AM - MARKET OPEN,Mint,SELL,25945.2,25261.23,26320.72,1:1.82,2.64%,MODERATELY BULLISH,Head & Shoulders | Downside Risk,25809,26996,DOWNSIDE: 72 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25809 - 26996,25809.0,26996.0,23783.0,24226.7,23751.55,24188.65,BREACHED_BELOW
2025-01-03,Friday,January,9:00 AM - MARKET OPEN,Mint,SELL,26450.6,25839.42,26867.59,1:1.47,2.31%,BULLISH,Bearish Divergence | Profit Taking,25882,26921,DOWNSIDE: 150 points,DII support strong | Domestic funds accumulating,25882 - 26921,25882.0,26921.0,24196.4,24196.45,23976.0,24004.75,BREACHED_BELOW
2025-01-06,Monday,January,9:00 AM - MARKET OPEN,Mint,BUY,26130.0,27070.83,25674.39,1:2.06,3.6%,NEUTRAL,Golden Cross | Resistance at 27000,25968,26881,UPSIDE: 143 points,Cement stocks stable | UltraTech holding ground,25968 - 26881,25968.0,26881.0,24045.8,24089.95,23551.9,23616.05,BREACHED_BELOW
2025-01-07,Tuesday,January,9:00 AM - MARKET OPEN,Mint,SELL,26049.4,25344.76,26477.81,1:1.64,2.71%,BULLISH,Higher High-Higher Low | Bull Run Continues,25856,26934,DOWNSIDE: 125 points,"Realty sector gaining traction | DLF, Oberoi up",25856 - 26934,25856.0,26934.0,23679.9,23795.2,23637.8,23707.9,BREACHED_BELOW
2025-01-08,Wednesday,January,9:00 AM - MARKET OPEN,Mint,SELL,26058.8,25089.61,26392.58,1:2.9,3.72%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25836,26937,DOWNSIDE: 93 points,"FMCG holding support | ITC, HUL steady amid volatility",25836 - 26937,25836.0,26937.0,23746.65,23751.85,23496.15,23688.95,BREACHED_BELOW
2025-01-09,Thursday,January,9:00 AM - MARKET OPEN,Mint,BUY,25868.2,26660.75,25459.5,1:1.94,3.06%,STRONG BULLISH,Double Bottom | Reversal Expected,25804,26825,UPSIDE: 80 points,Q3 earnings season | Corporate profits robust,25804 - 26825,25804.0,26825.0,23674.75,23689.5,23503.05,23526.5,BREACHED_BELOW
2025-01-10,Friday,January,9:00 AM - MARKET OPEN,Mint,SELL,25760.6,25013.85,26169.68,1:1.83,2.9%,BULLISH,Bearish Divergence | Profit Taking,25807,26823,DOWNSIDE: 200 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25807 - 26823,25807.0,26823.0,23551.9,23596.6,23344.35,23431.5,BREACHED_BELOW
2025-01-13,Monday,January,9:00 AM - MARKET OPEN,Mint,BUY,26133.0,27231.02,25700.04,1:2.54,4.2%,NEUTRAL,Double Bottom | Reversal Expected,25901,26962,UPSIDE: 164 points,Energy stocks leading | Oil majors positive on crude rally,25901 - 26962,25901.0,26962.0,23195.4,23340.95,23047.25,23085.95,BREACHED_BELOW
2025-01-14,Tuesday,January,9:00 AM - MARKET OPEN,Mint,BUY,26032.4,26572.43,25707.71,1:1.66,2.07%,MODERATELY BULLISH,Head & Shoulders | Downside Risk,25912,26827,UPSIDE: 186 points,"FMCG holding support | ITC, HUL steady amid volatility",25912 - 26827,25912.0,26827.0,23165.9,23264.95,23134.15,23176.05,BREACHED_BELOW
2025-01-15,Wednesday,January,9:00 AM - MARKET OPEN,Mint,SELL,26324.8,25655.47,26701.01,1:1.78,2.54%,NEUTRAL,Breakout above 26500 | Momentum Building,25849,26910,DOWNSIDE: 145 points,Cement stocks stable | UltraTech holding ground,25849 - 26910,25849.0,26910.0,23250.45,23293.65,23146.45,23213.2,BREACHED_BELOW
2025-01-16,Thursday,January,9:00 AM - MARKET OPEN,Mint,SELL,26631.2,25390.3,27101.07,1:2.64,4.66%,STRONG BULLISH,Moving Average Crossover | Trend Change,25829,26957,DOWNSIDE: 60 points,"Realty sector gaining traction | DLF, Oberoi up",25829 - 26957,25829.0,26957.0,23377.25,23391.65,23272.05,23311.8,BREACHED_BELOW
2025-01-17,Friday,January,9:00 AM - MARKET OPEN,Mint,BUY,26134.6,27137.01,25790.58,1:2.91,3.84%,STRONG BULLISH,Golden Cross | Resistance at 27000,25918,26974,UPSIDE: 162 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25918 - 26974,25918.0,26974.0,23277.1,23292.1,23100.35,23203.2,BREACHED_BELOW
2025-01-20,Monday,January,9:00 AM - MARKET OPEN,Mint,BUY,26475.0,27619.64,25967.53,1:2.26,4.32%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25863,26860,UPSIDE: 122 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25863 - 26860,25863.0,26860.0,23290.4,23391.1,23170.65,23344.75,BREACHED_BELOW
2025-01-21,Tuesday,January,9:00 AM - MARKET OPEN,Mint,SELL,25759.4,25134.62,26031.53,1:2.3,2.43%,STRONG BULLISH,Support Breach | Watch 25800,25812,26984,DOWNSIDE: 175 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25812 - 26984,25812.0,26984.0,23421.65,23426.3,22976.85,23024.65,BREACHED_BELOW
2025-01-22,Wednesday,January,9:00 AM - MARKET OPEN,Mint,SELL,25908.8,24906.71,26412.42,1:1.99,3.87%,BULLISH,Double Bottom | Reversal Expected,25852,26957,DOWNSIDE: 85 points,FII flows remain positive | Foreign buying continues,25852 - 26957,25852.0,26957.0,23099.15,23169.55,22981.3,23155.35,BREACHED_BELOW
2025-01-23,Thursday,January,9:00 AM - MARKET OPEN,Mint,BUY,26084.2,27307.04,25651.89,1:2.83,4.69%,BULLISH,Higher High-Higher Low | Bull Run Continues,25835,26964,UPSIDE: 174 points,Telecom strength | Bharti Airtel gains on tariff hikes,25835 - 26964,25835.0,26964.0,23128.3,23270.8,23090.65,23205.35,BREACHED_BELOW
2025-01-24,Friday,January,9:00 AM - MARKET OPEN,Mint,BUY,26684.6,28013.28,26317.14,1:3.62,4.98%,NEUTRAL,Double Bottom | Reversal Expected,25824,26952,UPSIDE: 64 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25824 - 26952,25824.0,26952.0,23183.9,23347.3,23050.0,23092.2,BREACHED_BELOW
2025-01-27,Monday,January,9:00 AM - MARKET OPEN,Mint,SELL,26624.0,25304.19,26997.53,1:3.53,4.96%,NEUTRAL,Triangle Breakout | Directional Move,25846,26968,DOWNSIDE: 73 points,Telecom strength | Bharti Airtel gains on tariff hikes,25846 - 26968,25846.0,26968.0,22940.15,23007.45,22786.9,22829.15,BREACHED_BELOW
2025-01-28,Tuesday,January,9:00 AM - MARKET OPEN,Mint,SELL,26291.4,24990.2,26747.21,1:2.85,4.95%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25913,26814,DOWNSIDE: 166 points,Energy stocks leading | Oil majors positive on crude rally,25913 - 26814,25913.0,26814.0,22960.45,23137.95,22857.65,22957.25,BREACHED_BELOW
2025-01-29,Wednesday,January,9:00 AM - MARKET OPEN,Mint,BUY,25915.8,26598.4,25508.1,1:1.67,2.63%,STRONG BULLISH,Double Bottom | Reversal Expected,25952,26890,UPSIDE: 190 points,DII support strong | Domestic funds accumulating,25952 - 26890,25952.0,26890.0,23026.75,23183.35,22976.5,23163.1,BREACHED_BELOW
2025-01-30,Thursday,January,9:00 AM - MARKET OPEN,Mint,BUY,26236.2,27015.57,25785.87,1:1.73,2.97%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25894,26915,UPSIDE: 181 points,FII flows remain positive | Foreign buying continues,25894 - 26915,25894.0,26915.0,23169.5,23322.05,23139.2,23249.5,BREACHED_BELOW
2025-01-31,Friday,January,9:00 AM - MARKET OPEN,Mint,SELL,26214.6,25247.18,26543.26,1:2.94,3.69%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25971,26845,DOWNSIDE: 179 points,Cement stocks stable | UltraTech holding ground,25971 - 26845,25971.0,26845.0,23296.75,23546.8,23277.4,23508.4,BREACHED_BELOW
2025-02-03,Monday,February,9:00 AM - MARKET OPEN,Mint,BUY,25912.0,26990.58,25640.11,1:3.97,4.16%,BULLISH,Higher High-Higher Low | Bull Run Continues,25862,26887,UPSIDE: 80 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25862 - 26887,25862.0,26887.0,23319.35,23381.6,23222.0,23361.05,BREACHED_BELOW
2025-02-04,Tuesday,February,9:00 AM - MARKET OPEN,Mint,BUY,26677.4,27338.28,26294.7,1:1.73,2.48%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25833,26892,UPSIDE: 61 points,Energy stocks leading | Oil majors positive on crude rally,25833 - 26892,25833.0,26892.0,23509.9,23762.75,23423.15,23739.25,BREACHED_BELOW
2025-02-05,Wednesday,February,9:00 AM - MARKET OPEN,Mint,SELL,26013.8,24935.28,26466.71,1:2.38,4.15%,NEUTRAL,Support Breach | Watch 25800,25914,26948,DOWNSIDE: 176 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25914 - 26948,25914.0,26948.0,23801.75,23807.3,23680.45,23696.3,BREACHED_BELOW
2025-02-06,Thursday,February,9:00 AM - MARKET OPEN,Mint,BUY,26459.2,27603.98,25930.75,1:2.17,4.33%,NEUTRAL,RSI Overbought | Consolidation Zone,25838,26815,UPSIDE: 127 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25838 - 26815,25838.0,26815.0,23761.95,23773.55,23556.25,23603.35,BREACHED_BELOW
2025-02-07,Friday,February,9:00 AM - MARKET OPEN,Mint,BUY,26001.6,26821.36,25736.88,1:3.1,3.15%,MODERATELY BULLISH,Support Breach | Watch 25800,25965,26835,UPSIDE: 171 points,"Realty sector gaining traction | DLF, Oberoi up",25965 - 26835,25965.0,26835.0,23649.5,23694.5,23443.2,23559.95,BREACHED_BELOW
2025-02-10,Monday,February,9:00 AM - MARKET OPEN,Mint,SELL,26719.0,26072.24,27160.25,1:1.47,2.42%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25910,26972,DOWNSIDE: 145 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25910 - 26972,25910.0,26972.0,23543.8,23568.6,23316.3,23381.6,BREACHED_BELOW
2025-02-11,Tuesday,February,9:00 AM - MARKET OPEN,Mint,SELL,25889.4,24695.01,26347.2,1:2.61,4.61%,BULLISH,Moving Average Crossover | Trend Change,25994,26914,DOWNSIDE: 180 points,Cement stocks stable | UltraTech holding ground,25994 - 26914,25994.0,26914.0,23383.55,23390.05,22986.65,23071.8,BREACHED_BELOW
2025-02-12,Wednesday,February,9:00 AM - MARKET OPEN,Mint,BUY,26224.8,27394.66,25725.15,1:2.34,4.46%,BULLISH,Support Breach | Watch 25800,25968,26855,UPSIDE: 179 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25968 - 26855,25968.0,26855.0,23050.8,23144.7,22798.35,23045.25,BREACHED_BELOW
2025-02-13,Thursday,February,9:00 AM - MARKET OPEN,Mint,BUY,26095.2,27317.06,25586.99,1:2.4,4.68%,STRONG BULLISH,Bullish Engulfing | Support at 26000,25862,26895,UPSIDE: 75 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25862 - 26895,25862.0,26895.0,23055.75,23235.5,22992.2,23031.4,BREACHED_BELOW
2025-02-14,Friday,February,9:00 AM - MARKET OPEN,Mint,BUY,26774.6,27571.47,26475.74,1:2.67,2.98%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25840,26979,UPSIDE: 174 points,FII flows remain positive | Foreign buying continues,25840 - 26979,25840.0,26979.0,23096.45,23133.7,22774.85,22929.25,BREACHED_BELOW
2025-02-17,Monday,February,9:00 AM - MARKET OPEN,Mint,SELL,26514.0,25247.45,26805.4,1:4.35,4.78%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25959,26906,DOWNSIDE: 190 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25959 - 26906,25959.0,26906.0,22809.9,22974.2,22725.45,22959.5,BREACHED_BELOW
2025-02-18,Tuesday,February,9:00 AM - MARKET OPEN,Mint,BUY,26624.4,27889.94,26294.62,1:3.84,4.75%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25841,26946,UPSIDE: 82 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25841 - 26946,25841.0,26946.0,22963.65,22992.5,22801.5,22945.3,BREACHED_BELOW
2025-02-19,Wednesday,February,9:00 AM - MARKET OPEN,Mint,SELL,26472.8,25354.06,26741.41,1:4.16,4.23%,NEUTRAL,Triangle Breakout | Directional Move,25829,26810,DOWNSIDE: 83 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25829 - 26810,25829.0,26810.0,22847.25,23049.95,22814.85,22932.9,BREACHED_BELOW
2025-02-20,Thursday,February,9:00 AM - MARKET OPEN,Mint,SELL,26867.2,25671.0,27284.27,1:2.87,4.45%,NEUTRAL,Bearish Divergence | Profit Taking,25910,26960,DOWNSIDE: 175 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25910 - 26960,25910.0,26960.0,22821.1,22923.85,22812.75,22913.15,BREACHED_BELOW
2025-02-21,Friday,February,9:00 AM - MARKET OPEN,Mint,SELL,26292.6,25345.46,26601.43,1:3.07,3.6%,BULLISH,Moving Average Crossover | Trend Change,25890,26966,DOWNSIDE: 90 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25890 - 26966,25890.0,26966.0,22857.2,22921.0,22720.3,22795.9,BREACHED_BELOW
2025-02-24,Monday,February,9:00 AM - MARKET OPEN,Mint,BUY,26318.0,27566.45,25884.56,1:2.88,4.74%,STRONG BULLISH,Bullish Engulfing | Support at 26000,25920,26837,UPSIDE: 119 points,"Chemical sector focus | Atul, Bayer gains on exports",25920 - 26837,25920.0,26837.0,22609.35,22668.05,22518.8,22553.35,BREACHED_BELOW
2025-02-25,Tuesday,February,9:00 AM - MARKET OPEN,Mint,BUY,26381.4,27611.35,26055.73,1:3.78,4.66%,MODERATELY BULLISH,RSI Overbought | Consolidation Zone,25939,26968,UPSIDE: 87 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25939 - 26968,25939.0,26968.0,22516.45,22625.3,22513.9,22547.55,BREACHED_BELOW
2025-02-26,Wednesday,February,9:00 AM - MARKET OPEN,Mint,SELL,26578.8,25830.19,27107.22,1:1.42,2.82%,NEUTRAL,Double Bottom | Reversal Expected,25995,26965,DOWNSIDE: 148 points,DII support strong | Domestic funds accumulating,25995 - 26965,25995.0,26965.0,,,,,NO_DATA
2025-02-27,Thursday,February,9:00 AM - MARKET OPEN,Mint,BUY,26313.2,27397.53,26036.27,1:3.92,4.12%,NEUTRAL,Triangle Breakout | Directional Move,25995,26905,UPSIDE: 103 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25995 - 26905,25995.0,26905.0,22568.95,22613.3,22508.4,22545.05,BREACHED_BELOW
2025-02-28,Friday,February,9:00 AM - MARKET OPEN,Mint,SELL,26598.6,25555.77,27119.1,1:2.0,3.92%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25944,26857,DOWNSIDE: 157 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25944 - 26857,25944.0,26857.0,22433.4,22450.35,22104.85,22124.7,BREACHED_BELOW
2025-03-03,Monday,March,9:00 AM - MARKET OPEN,Mint,BUY,26847.0,28027.76,26335.69,1:2.31,4.4%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25988,26895,UPSIDE: 178 points,FII flows remain positive | Foreign buying continues,25988 - 26895,25988.0,26895.0,22194.55,22261.55,22004.7,22119.3,BREACHED_BELOW
2025-03-04,Tuesday,March,9:00 AM - MARKET OPEN,Mint,SELL,26826.4,26032.17,27257.24,1:1.84,2.96%,STRONG BULLISH,Head & Shoulders | Downside Risk,26000,26948,DOWNSIDE: 122 points,DII support strong | Domestic funds accumulating,26000 - 26948,26000.0,26948.0,21974.45,22105.05,21964.6,22082.65,BREACHED_BELOW
2025-03-05,Wednesday,March,9:00 AM - MARKET OPEN,Mint,BUY,26485.8,27456.13,26053.39,1:2.24,3.66%,NEUTRAL/BULLISH,Golden Cross | Resistance at 27000,25902,26990,UPSIDE: 94 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25902 - 26990,25902.0,26990.0,22073.05,22394.9,22067.8,22337.3,BREACHED_BELOW
2025-03-06,Thursday,March,9:00 AM - MARKET OPEN,Mint,BUY,26142.2,27182.18,25667.88,1:2.19,3.98%,MODERATELY BULLISH,Support Breach | Watch 25800,25885,26951,UPSIDE: 170 points,Telecom strength | Bharti Airtel gains on tariff hikes,25885 - 26951,25885.0,26951.0,22476.35,22556.45,22245.85,22544.7,BREACHED_BELOW
2025-03-07,Friday,March,9:00 AM - MARKET OPEN,Mint,SELL,26928.6,25975.31,27333.42,1:2.35,3.54%,NEUTRAL,Bullish Engulfing | Support at 26000,25985,27000,DOWNSIDE: 130 points,"Realty sector gaining traction | DLF, Oberoi up",25985 - 27000,25985.0,27000.0,22508.65,22633.8,22464.75,22552.5,BREACHED_BELOW
2025-03-10,Monday,March,9:00 AM - MARKET OPEN,Mint,BUY,26880.0,28163.6,26603.72,1:4.65,4.78%,STRONG BULLISH,Triangle Breakout | Directional Move,25953,26811,UPSIDE: 122 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25953 - 26811,25953.0,26811.0,22521.85,22676.75,22429.05,22460.3,BREACHED_BELOW
2025-03-11,Tuesday,March,9:00 AM - MARKET OPEN,Mint,BUY,26579.4,27473.92,26109.9,1:1.91,3.37%,NEUTRAL/BULLISH,Bullish Engulfing | Support at 26000,25859,26956,UPSIDE: 109 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25859 - 26956,25859.0,26956.0,22345.95,22522.1,22314.7,22497.9,BREACHED_BELOW
2025-03-12,Wednesday,March,9:00 AM - MARKET OPEN,Mint,BUY,26013.8,27313.93,25688.32,1:3.99,5.0%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25896,26814,UPSIDE: 194 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25896 - 26814,25896.0,26814.0,22536.35,22577.4,22329.55,22470.5,BREACHED_BELOW
2025-03-13,Thursday,March,9:00 AM - MARKET OPEN,Mint,BUY,26665.2,27884.0,26155.35,1:2.39,4.57%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25908,26978,UPSIDE: 87 points,Energy stocks leading | Oil majors positive on crude rally,25908 - 26978,25908.0,26978.0,22541.5,22558.05,22377.35,22397.2,BREACHED_BELOW
