Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range,Support,Resistance,Open,High,Low,Close,Range_Flag
2024-12-17,Tuesday,December,9:00 AM - MARKET OPEN,Money Control,SELL,26534.8,25966.7,26921.47,1:1.47,2.14%,BULLISH,Moving Average Crossover | Trend Change,25954,26900,DOWNSIDE: 164 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25954 - 26900,25954.0,26900.0,24584.8,24624.1,24303.45,24336.0,BREACHED_BELOW
2024-12-18,Wednesday,December,9:00 AM - MARKET OPEN,Money Control,SELL,26369.2,25203.56,26655.63,1:4.07,4.42%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25916,26864,DOWNSIDE: 167 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25916 - 26864,25916.0,26864.0,24297.95,24394.45,24149.85,24198.85,BREACHED_BELOW
2024-12-19,Thursday,December,9:00 AM - MARKET OPEN,Money Control,BUY,26138.6,26780.88,25654.87,1:1.33,2.46%,NEUTRAL,RSI Overbought | Consolidation Zone,25820,26862,UPSIDE: 72 points,"Chemical sector focus | Atul, Bayer gains on exports",25820 - 26862,25820.0,26862.0,23877.15,24004.9,23870.3,23951.7,BREACHED_BELOW
2024-12-20,Friday,December,9:00 AM - MARKET OPEN,Money Control,SELL,25892.0,25006.04,26392.47,1:1.77,3.42%,NEUTRAL,Bullish Engulfing | Support at 26000,25850,26881,DOWNSIDE: 112 points,Q3 earnings season | Corporate profits robust,25850 - 26881,25850.0,26881.0,23960.7,24065.8,23537.35,23587.5,BREACHED_BELOW
2024-12-23,Monday,December,9:00 AM - MARKET OPEN,Money Control,BUY,25768.4,26380.96,25264.57,1:1.22,2.38%,NEUTRAL,Bullish Engulfing | Support at 26000,25812,26931,UPSIDE: 86 points,FII flows remain positive | Foreign buying continues,25812 - 26931,25812.0,26931.0,23738.2,23869.55,23647.2,23753.45,BREACHED_BELOW
2024-12-24,Tuesday,December,9:00 AM - MARKET OPEN,Money Control,BUY,26267.8,27158.6,25785.71,1:1.85,3.39%,NEUTRAL,Bullish Engulfing | Support at 26000,25867,26957,UPSIDE: 123 points,FII flows remain positive | Foreign buying continues,25867 - 26957,25867.0,26957.0,23769.1,23867.65,23685.15,23727.65,BREACHED_BELOW
2024-12-26,Thursday,December,9:00 AM - MARKET OPEN,Money Control,SELL,26540.2,25390.66,26925.52,1:2.98,4.33%,STRONG BULLISH,Bollinger Bands Squeeze | Volatility Expected,25927,26854,DOWNSIDE: 161 points,"Chemical sector focus | Atul, Bayer gains on exports",25927 - 26854,25927.0,26854.0,23775.8,23854.5,23653.6,23750.2,BREACHED_BELOW
2024-12-27,Friday,December,9:00 AM - MARKET OPEN,Money Control,BUY,26202.6,27225.98,25832.29,1:2.76,3.91%,NEUTRAL,RSI Overbought | Consolidation Zone,25806,26806,UPSIDE: 140 points,"Realty sector gaining traction | DLF, Oberoi up",25806 - 26806,25806.0,26806.0,23801.4,23938.85,23800.6,23813.4,BREACHED_BELOW
2024-12-30,Monday,December,9:00 AM - MARKET OPEN,Money Control,BUY,25706.0,26316.21,25321.3,1:1.59,2.37%,NEUTRAL,Triangle Breakout | Directional Move,25926,26839,UPSIDE: 127 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25926 - 26839,25926.0,26839.0,23796.9,23915.35,23599.3,23644.9,BREACHED_BELOW
2024-12-31,Tuesday,December,9:00 AM - MARKET OPEN,Money Control,BUY,26226.4,26922.1,25953.09,1:2.55,2.65%,STRONG BULLISH,Double Bottom | Reversal Expected,25851,26955,UPSIDE: 187 points,FII flows remain positive | Foreign buying continues,25851 - 26955,25851.0,26955.0,23560.6,23689.85,23460.45,23644.8,BREACHED_BELOW
2025-01-01,Wednesday,January,9:00 AM - MARKET OPEN,Money Control,SELL,25952.8,25281.41,26267.84,1:2.13,2.59%,MODERATELY BULLISH,Support Breach | Watch 25800,25940,26991,DOWNSIDE: 95 points,"FMCG holding support | ITC, HUL steady amid volatility",25940 - 26991,25940.0,26991.0,23637.65,23822.8,23562.8,23742.9,BREACHED_BELOW
2025-01-02,Thursday,January,9:00 AM - MARKET OPEN,Money Control,SELL,26042.2,25420.19,26510.44,1:1.33,2.39%,NEUTRAL/BEARISH,Support Breach | Watch 25800,25914,26922,DOWNSIDE: 102 points,FII flows remain positive | Foreign buying continues,25914 - 26922,25914.0,26922.0,23783.0,24226.7,23751.55,24188.65,BREACHED_BELOW
2025-01-03,Friday,January,9:00 AM - MARKET OPEN,Money Control,SELL,26641.6,25912.38,26987.52,1:2.11,2.74%,NEUTRAL/BULLISH,Bullish Engulfing | Support at 26000,25904,26858,DOWNSIDE: 87 points,"Chemical sector focus | Atul, Bayer gains on exports",25904 - 26858,25904.0,26858.0,24196.4,24196.45,23976.0,24004.75,BREACHED_BELOW
2025-01-06,Monday,January,9:00 AM - MARKET OPEN,Money Control,SELL,25745.0,24852.17,26052.73,1:2.9,3.47%,NEUTRAL,Support Breach | Watch 25800,25919,26932,DOWNSIDE: 154 points,Q3 earnings season | Corporate profits robust,25919 - 26932,25919.0,26932.0,24045.8,24089.95,23551.9,23616.05,BREACHED_BELOW
2025-01-07,Tuesday,January,9:00 AM - MARKET OPEN,Money Control,SELL,26170.4,25114.79,26497.7,1:3.23,4.03%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25805,26952,DOWNSIDE: 171 points,FII flows remain positive | Foreign buying continues,25805 - 26952,25805.0,26952.0,23679.9,23795.2,23637.8,23707.9,BREACHED_BELOW
2025-01-08,Wednesday,January,9:00 AM - MARKET OPEN,Money Control,BUY,26081.8,26651.42,25573.04,1:1.12,2.18%,NEUTRAL/BEARISH,Support Breach | Watch 25800,25814,26819,UPSIDE: 162 points,"Realty sector gaining traction | DLF, Oberoi up",25814 - 26819,25814.0,26819.0,23746.65,23751.85,23496.15,23688.95,BREACHED_BELOW
2025-01-09,Thursday,January,9:00 AM - MARKET OPEN,Money Control,BUY,26505.2,27797.44,26103.56,1:3.22,4.88%,BULLISH,RSI Overbought | Consolidation Zone,25893,26999,UPSIDE: 81 points,Telecom strength | Bharti Airtel gains on tariff hikes,25893 - 26999,25893.0,26999.0,23674.75,23689.5,23503.05,23526.5,BREACHED_BELOW
2025-01-10,Friday,January,9:00 AM - MARKET OPEN,Money Control,BUY,26301.6,26988.38,25877.94,1:1.62,2.61%,STRONG BULLISH,Moving Average Crossover | Trend Change,25911,26971,UPSIDE: 121 points,"Realty sector gaining traction | DLF, Oberoi up",25911 - 26971,25911.0,26971.0,23551.9,23596.6,23344.35,23431.5,BREACHED_BELOW
2025-01-13,Monday,January,9:00 AM - MARKET OPEN,Money Control,BUY,26570.0,27298.38,26267.77,1:2.41,2.74%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25819,26847,UPSIDE: 106 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25819 - 26847,25819.0,26847.0,23195.4,23340.95,23047.25,23085.95,BREACHED_BELOW
2025-01-14,Tuesday,January,9:00 AM - MARKET OPEN,Money Control,SELL,26232.4,25137.87,26645.41,1:2.65,4.17%,BULLISH,RSI Overbought | Consolidation Zone,25905,26898,DOWNSIDE: 167 points,Telecom strength | Bharti Airtel gains on tariff hikes,25905 - 26898,25905.0,26898.0,23165.9,23264.95,23134.15,23176.05,BREACHED_BELOW
2025-01-15,Wednesday,January,9:00 AM - MARKET OPEN,Money Control,SELL,26438.8,25396.94,26765.37,1:3.19,3.94%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25814,26910,DOWNSIDE: 186 points,Telecom strength | Bharti Airtel gains on tariff hikes,25814 - 26910,25814.0,26910.0,23250.45,23293.65,23146.45,23213.2,BREACHED_BELOW
2025-01-16,Thursday,January,9:00 AM - MARKET OPEN,Money Control,SELL,26124.2,25520.23,26643.48,1:1.16,2.31%,NEUTRAL/BEARISH,Bullish Engulfing | Support at 26000,25997,26938,DOWNSIDE: 78 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25997 - 26938,25997.0,26938.0,23377.25,23391.65,23272.05,23311.8,BREACHED_BELOW
2025-01-17,Friday,January,9:00 AM - MARKET OPEN,Money Control,SELL,25980.6,25151.16,26335.93,1:2.33,3.19%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25877,26938,DOWNSIDE: 126 points,Energy stocks leading | Oil majors positive on crude rally,25877 - 26938,25877.0,26938.0,23277.1,23292.1,23100.35,23203.2,BREACHED_BELOW
2025-01-20,Monday,January,9:00 AM - MARKET OPEN,Money Control,BUY,26388.0,27570.28,25882.69,1:2.34,4.48%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25885,26895,UPSIDE: 73 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25885 - 26895,25885.0,26895.0,23290.4,23391.1,23170.65,23344.75,BREACHED_BELOW
2025-01-21,Tuesday,January,9:00 AM - MARKET OPEN,Money Control,BUY,26021.4,26684.22,25749.3,1:2.44,2.55%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25989,26874,UPSIDE: 172 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25989 - 26874,25989.0,26874.0,23421.65,23426.3,22976.85,23024.65,BREACHED_BELOW
2025-01-22,Wednesday,January,9:00 AM - MARKET OPEN,Money Control,SELL,26093.8,25500.11,26490.58,1:1.5,2.28%,BULLISH,Double Bottom | Reversal Expected,25937,26967,DOWNSIDE: 169 points,Q3 earnings season | Corporate profits robust,25937 - 26967,25937.0,26967.0,23099.15,23169.55,22981.3,23155.35,BREACHED_BELOW
2025-01-23,Thursday,January,9:00 AM - MARKET OPEN,Money Control,SELL,26669.2,25559.88,27064.59,1:2.81,4.16%,MODERATELY BULLISH,Moving Average Crossover | Trend Change,25805,26975,DOWNSIDE: 56 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25805 - 26975,25805.0,26975.0,23128.3,23270.8,23090.65,23205.35,BREACHED_BELOW
2025-01-24,Friday,January,9:00 AM - MARKET OPEN,Money Control,BUY,25965.6,27024.17,25609.4,1:2.97,4.08%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25876,26879,UPSIDE: 79 points,FII flows remain positive | Foreign buying continues,25876 - 26879,25876.0,26879.0,23183.9,23347.3,23050.0,23092.2,BREACHED_BELOW
2025-01-27,Monday,January,9:00 AM - MARKET OPEN,Money Control,BUY,26688.0,27626.92,26232.38,1:2.06,3.52%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25974,26836,UPSIDE: 189 points,DII support strong | Domestic funds accumulating,25974 - 26836,25974.0,26836.0,22940.15,23007.45,22786.9,22829.15,BREACHED_BELOW
2025-01-28,Tuesday,January,9:00 AM - MARKET OPEN,Money Control,BUY,25863.4,27026.37,25508.43,1:3.28,4.5%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25990,26943,UPSIDE: 93 points,DII support strong | Domestic funds accumulating,25990 - 26943,25990.0,26943.0,22960.45,23137.95,22857.65,22957.25,BREACHED_BELOW
2025-01-29,Wednesday,January,9:00 AM - MARKET OPEN,Money Control,BUY,25974.8,26568.53,25543.46,1:1.38,2.29%,NEUTRAL/BULLISH,Moving Average Crossover | Trend Change,25861,26921,UPSIDE: 93 points,"Chemical sector focus | Atul, Bayer gains on exports",25861 - 26921,25861.0,26921.0,23026.75,23183.35,22976.5,23163.1,BREACHED_BELOW
2025-01-30,Thursday,January,9:00 AM - MARKET OPEN,Money Control,SELL,26725.2,25437.32,27189.6,1:2.77,4.82%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25884,26837,DOWNSIDE: 181 points,"Realty sector gaining traction | DLF, Oberoi up",25884 - 26837,25884.0,26837.0,23169.5,23322.05,23139.2,23249.5,BREACHED_BELOW
2025-01-31,Friday,January,9:00 AM - MARKET OPEN,Money Control,SELL,26447.6,25552.11,26822.33,1:2.39,3.39%,NEUTRAL,Bullish Engulfing | Support at 26000,25897,26905,DOWNSIDE: 53 points,Energy stocks leading | Oil majors positive on crude rally,25897 - 26905,25897.0,26905.0,23296.75,23546.8,23277.4,23508.4,BREACHED_BELOW
2025-02-03,Monday,February,9:00 AM - MARKET OPEN,Money Control,SELL,26143.0,25588.65,26530.24,1:1.43,2.12%,NEUTRAL,Triangle Breakout | Directional Move,25904,26892,DOWNSIDE: 163 points,DII support strong | Domestic funds accumulating,25904 - 26892,25904.0,26892.0,23319.35,23381.6,23222.0,23361.05,BREACHED_BELOW
2025-02-04,Tuesday,February,9:00 AM - MARKET OPEN,Money Control,SELL,26361.4,25265.26,26752.07,1:2.81,4.16%,NEUTRAL,Support Breach | Watch 25800,25805,26846,DOWNSIDE: 151 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25805 - 26846,25805.0,26846.0,23509.9,23762.75,23423.15,23739.25,BREACHED_BELOW
2025-02-05,Wednesday,February,9:00 AM - MARKET OPEN,Money Control,BUY,26096.8,26731.47,25781.63,1:2.01,2.43%,MODERATELY BULLISH,Head & Shoulders | Downside Risk,25976,26801,UPSIDE: 171 points,Cement stocks stable | UltraTech holding ground,25976 - 26801,25976.0,26801.0,23801.75,23807.3,23680.45,23696.3,BREACHED_BELOW
2025-02-06,Thursday,February,9:00 AM - MARKET OPEN,Money Control,SELL,26805.2,26143.03,27212.99,1:1.62,2.47%,NEUTRAL/BULLISH,Golden Cross | Resistance at 27000,25923,26811,DOWNSIDE: 67 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25923 - 26811,25923.0,26811.0,23761.95,23773.55,23556.25,23603.35,BREACHED_BELOW
2025-02-07,Friday,February,9:00 AM - MARKET OPEN,Money Control,BUY,26371.6,26900.26,26021.39,1:1.51,2.0%,STRONG BULLISH,Double Bottom | Reversal Expected,25949,26879,UPSIDE: 91 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25949 - 26879,25949.0,26879.0,23649.5,23694.5,23443.2,23559.95,BREACHED_BELOW
2025-02-10,Monday,February,9:00 AM - MARKET OPEN,Money Control,SELL,25844.0,25123.58,26291.65,1:1.61,2.79%,STRONG BULLISH,Higher High-Higher Low | Bull Run Continues,25806,26935,DOWNSIDE: 178 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25806 - 26935,25806.0,26935.0,23543.8,23568.6,23316.3,23381.6,BREACHED_BELOW
2025-02-11,Tuesday,February,9:00 AM - MARKET OPEN,Money Control,BUY,26561.4,27583.96,26183.83,1:2.71,3.85%,BULLISH,Double Bottom | Reversal Expected,25820,26820,UPSIDE: 133 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25820 - 26820,25820.0,26820.0,23383.55,23390.05,22986.65,23071.8,BREACHED_BELOW
2025-02-12,Wednesday,February,9:00 AM - MARKET OPEN,Money Control,BUY,26113.8,27199.99,25730.45,1:2.83,4.16%,NEUTRAL,Bullish Engulfing | Support at 26000,25807,26939,UPSIDE: 111 points,Cement stocks stable | UltraTech holding ground,25807 - 26939,25807.0,26939.0,23050.8,23144.7,22798.35,23045.25,BREACHED_BELOW
2025-02-13,Thursday,February,9:00 AM - MARKET OPEN,Money Control,BUY,26154.2,27378.81,25739.64,1:2.95,4.68%,BULLISH,Moving Average Crossover | Trend Change,25977,26854,UPSIDE: 61 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25977 - 26854,25977.0,26854.0,23055.75,23235.5,22992.2,23031.4,BREACHED_BELOW
2025-02-14,Friday,February,9:00 AM - MARKET OPEN,Money Control,BUY,26548.6,27158.36,26148.34,1:1.52,2.3%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25853,26926,UPSIDE: 156 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25853 - 26926,25853.0,26926.0,23096.45,23133.7,22774.85,22929.25,BREACHED_BELOW
2025-02-17,Monday,February,9:00 AM - MARKET OPEN,Money Control,SELL,26033.0,25018.4,26449.28,1:2.44,3.9%,MODERATELY BULLISH,Head & Shoulders | Downside Risk,25931,26910,DOWNSIDE: 155 points,DII support strong | Domestic funds accumulating,25931 - 26910,25931.0,26910.0,22809.9,22974.2,22725.45,22959.5,BREACHED_BELOW
2025-02-18,Tuesday,February,9:00 AM - MARKET OPEN,Money Control,BUY,25885.4,26629.09,25442.91,1:1.68,2.87%,STRONG BULLISH,Bollinger Bands Squeeze | Volatility Expected,25834,26999,UPSIDE: 133 points,"Chemical sector focus | Atul, Bayer gains on exports",25834 - 26999,25834.0,26999.0,22963.65,22992.5,22801.5,22945.3,BREACHED_BELOW
2025-02-19,Wednesday,February,9:00 AM - MARKET OPEN,Money Control,SELL,26560.8,25288.5,27048.88,1:2.61,4.79%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25834,26946,DOWNSIDE: 193 points,Telecom strength | Bharti Airtel gains on tariff hikes,25834 - 26946,25834.0,26946.0,22847.25,23049.95,22814.85,22932.9,BREACHED_BELOW
2025-02-20,Thursday,February,9:00 AM - MARKET OPEN,Money Control,SELL,26613.2,25799.28,26990.89,1:2.15,3.06%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25969,26826,DOWNSIDE: 53 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25969 - 26826,25969.0,26826.0,22821.1,22923.85,22812.75,22913.15,BREACHED_BELOW
2025-02-21,Friday,February,9:00 AM - MARKET OPEN,Money Control,BUY,25888.6,26521.26,25518.23,1:1.71,2.44%,MODERATELY BULLISH,Moving Average Crossover | Trend Change,25876,27000,UPSIDE: 82 points,DII support strong | Domestic funds accumulating,25876 - 27000,25876.0,27000.0,22857.2,22921.0,22720.3,22795.9,BREACHED_BELOW
2025-02-24,Monday,February,9:00 AM - MARKET OPEN,Money Control,BUY,26636.0,27933.86,26141.99,1:2.63,4.87%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25961,26899,UPSIDE: 136 points,FII flows remain positive | Foreign buying continues,25961 - 26899,25961.0,26899.0,22609.35,22668.05,22518.8,22553.35,BREACHED_BELOW
2025-02-25,Tuesday,February,9:00 AM - MARKET OPEN,Money Control,BUY,26054.4,26800.75,25566.74,1:1.53,2.86%,BULLISH,Higher High-Higher Low | Bull Run Continues,25881,26829,UPSIDE: 134 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25881 - 26829,25881.0,26829.0,22516.45,22625.3,22513.9,22547.55,BREACHED_BELOW
2025-02-26,Wednesday,February,9:00 AM - MARKET OPEN,Money Control,SELL,26245.8,25676.53,26592.22,1:1.64,2.17%,NEUTRAL,Support Breach | Watch 25800,25946,26952,DOWNSIDE: 166 points,DII support strong | Domestic funds accumulating,25946 - 26952,25946.0,26952.0,,,,,NO_DATA
2025-02-27,Thursday,February,9:00 AM - MARKET OPEN,Money Control,BUY,26352.2,27514.89,25958.33,1:2.95,4.41%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25837,26880,UPSIDE: 180 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25837 - 26880,25837.0,26880.0,22568.95,22613.3,22508.4,22545.05,BREACHED_BELOW
2025-02-28,Friday,February,9:00 AM - MARKET OPEN,Money Control,BUY,26365.6,27543.83,25969.91,1:2.98,4.47%,NEUTRAL,Triangle Breakout | Directional Move,25870,26970,UPSIDE: 152 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25870 - 26970,25870.0,26970.0,22433.4,22450.35,22104.85,22124.7,BREACHED_BELOW
2025-03-03,Monday,March,9:00 AM - MARKET OPEN,Money Control,SELL,26434.0,25803.7,26819.9,1:1.63,2.38%,STRONG BULLISH,Bullish Engulfing | Support at 26000,25806,26846,DOWNSIDE: 97 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25806 - 26846,25806.0,26846.0,22194.55,22261.55,22004.7,22119.3,BREACHED_BELOW
2025-03-04,Tuesday,March,9:00 AM - MARKET OPEN,Money Control,SELL,26056.4,25470.4,26540.76,1:1.21,2.25%,NEUTRAL/BULLISH,Moving Average Crossover | Trend Change,25841,26911,DOWNSIDE: 191 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25841 - 26911,25841.0,26911.0,21974.45,22105.05,21964.6,22082.65,BREACHED_BELOW
2025-03-05,Wednesday,March,9:00 AM - MARKET OPEN,Money Control,BUY,26869.8,27871.04,26368.97,1:2.0,3.73%,NEUTRAL,Breakout above 26500 | Momentum Building,25906,26850,UPSIDE: 63 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25906 - 26850,25906.0,26850.0,22073.05,22394.9,22067.8,22337.3,BREACHED_BELOW
2025-03-06,Thursday,March,9:00 AM - MARKET OPEN,Money Control,SELL,26644.2,25342.67,27110.99,1:2.79,4.88%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25950,26932,DOWNSIDE: 101 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25950 - 26932,25950.0,26932.0,22476.35,22556.45,22245.85,22544.7,BREACHED_BELOW
2025-03-07,Friday,March,9:00 AM - MARKET OPEN,Money Control,SELL,26016.6,25203.44,26287.48,1:3.0,3.13%,NEUTRAL,RSI Overbought | Consolidation Zone,25877,26857,DOWNSIDE: 133 points,"Chemical sector focus | Atul, Bayer gains on exports",25877 - 26857,25877.0,26857.0,22508.65,22633.8,22464.75,22552.5,BREACHED_BELOW
2025-03-10,Monday,March,9:00 AM - MARKET OPEN,Money Control,BUY,26320.0,26952.71,25977.14,1:1.85,2.4%,NEUTRAL,Moving Average Crossover | Trend Change,25804,26867,UPSIDE: 147 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25804 - 26867,25804.0,26867.0,22521.85,22676.75,22429.05,22460.3,BREACHED_BELOW
2025-03-11,Tuesday,March,9:00 AM - MARKET OPEN,Money Control,BUY,26641.4,27956.43,26205.74,1:3.02,4.94%,NEUTRAL/BULLISH,Golden Cross | Resistance at 27000,25993,26919,UPSIDE: 65 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25993 - 26919,25993.0,26919.0,22345.95,22522.1,22314.7,22497.9,BREACHED_BELOW
2025-03-12,Wednesday,March,9:00 AM - MARKET OPEN,Money Control,SELL,26464.8,25321.57,26975.92,1:2.24,4.32%,STRONG BULLISH,Bullish Engulfing | Support at 26000,25895,26819,DOWNSIDE: 88 points,Energy stocks leading | Oil majors positive on crude rally,25895 - 26819,25895.0,26819.0,22536.35,22577.4,22329.55,22470.5,BREACHED_BELOW
2025-03-13,Thursday,March,9:00 AM - MARKET OPEN,Money Control,SELL,26373.2,25196.07,26662.78,1:4.06,4.46%,NEUTRAL/BULLISH,Bullish Engulfing | Support at 26000,25985,26819,DOWNSIDE: 144 points,FII flows remain positive | Foreign buying continues,25985 - 26819,25985.0,26819.0,22541.5,22558.05,22377.35,22397.2,BREACHED_BELOW
