Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range,Support,Resistance,Open,High,Low,Close,Range_Flag
2024-12-27,Friday,December,9:00 AM - MARKET OPEN,Bloomberg,BUY,25884.6,26462.62,25456.02,1:1.35,2.23%,NEUTRAL/BEARISH,Bearish Divergence | Profit Taking,25878,26926,UPSIDE: 146 points,"Chemical sector focus | Atul, Bayer gains on exports",25878 - 26926,25878.0,26926.0,23801.4,23938.85,23800.6,23813.4,BREACHED_BELOW
2024-12-30,Monday,December,9:00 AM - MARKET OPEN,Bloomberg,BUY,25841.0,26545.11,25481.25,1:1.96,2.72%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25885,26820,UPSIDE: 110 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25885 - 26820,25885.0,26820.0,23796.9,23915.35,23599.3,23644.9,BREACHED_BELOW
2024-12-31,Tuesday,December,9:00 AM - MARKET OPEN,Bloomberg,BUY,26070.4,26771.63,25657.97,1:1.7,2.69%,BULLISH,Bearish Divergence | Profit Taking,25999,26827,UPSIDE: 136 points,"FMCG holding support | ITC, HUL steady amid volatility",25999 - 26827,25999.0,26827.0,23560.6,23689.85,23460.45,23644.8,BREACHED_BELOW
2025-01-01,Wednesday,January,9:00 AM - MARKET OPEN,Bloomberg,SELL,26632.8,26004.25,27010.48,1:1.66,2.36%,STRONG BULLISH,Bollinger Bands Squeeze | Volatility Expected,25913,26980,DOWNSIDE: 81 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25913 - 26980,25913.0,26980.0,23637.65,23822.8,23562.8,23742.9,BREACHED_BELOW
2025-01-02,Thursday,January,9:00 AM - MARKET OPEN,Bloomberg,BUY,26054.2,26578.98,25612.72,1:1.19,2.01%,NEUTRAL,Head & Shoulders | Downside Risk,25861,26940,UPSIDE: 106 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25861 - 26940,25861.0,26940.0,23783.0,24226.7,23751.55,24188.65,BREACHED_BELOW
2025-01-03,Friday,January,9:00 AM - MARKET OPEN,Bloomberg,BUY,26420.6,26973.0,25985.99,1:1.27,2.09%,NEUTRAL/BULLISH,RSI Overbought | Consolidation Zone,25855,26839,UPSIDE: 177 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25855 - 26839,25855.0,26839.0,24196.4,24196.45,23976.0,24004.75,BREACHED_BELOW
2025-01-06,Monday,January,9:00 AM - MARKET OPEN,Bloomberg,BUY,26448.0,27272.8,25978.55,1:1.76,3.12%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25947,26981,UPSIDE: 159 points,Energy stocks leading | Oil majors positive on crude rally,25947 - 26981,25947.0,26981.0,24045.8,24089.95,23551.9,23616.05,BREACHED_BELOW
2025-01-07,Tuesday,January,9:00 AM - MARKET OPEN,Bloomberg,BUY,25912.4,26632.13,25585.22,1:2.2,2.78%,BULLISH,Head & Shoulders | Downside Risk,25824,26862,UPSIDE: 171 points,Energy stocks leading | Oil majors positive on crude rally,25824 - 26862,25824.0,26862.0,23679.9,23795.2,23637.8,23707.9,BREACHED_BELOW
2025-01-08,Wednesday,January,9:00 AM - MARKET OPEN,Bloomberg,BUY,26170.8,27377.45,25800.75,1:3.26,4.61%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25941,26974,UPSIDE: 166 points,Cement stocks stable | UltraTech holding ground,25941 - 26974,25941.0,26974.0,23746.65,23751.85,23496.15,23688.95,BREACHED_BELOW
2025-01-09,Thursday,January,9:00 AM - MARKET OPEN,Bloomberg,BUY,26313.2,27615.66,25912.59,1:3.25,4.95%,NEUTRAL,Golden Cross | Resistance at 27000,25886,27000,UPSIDE: 158 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25886 - 27000,25886.0,27000.0,23674.75,23689.5,23503.05,23526.5,BREACHED_BELOW
2025-01-10,Friday,January,9:00 AM - MARKET OPEN,Bloomberg,BUY,26539.6,27387.95,26238.68,1:2.82,3.2%,NEUTRAL/BULLISH,Golden Cross | Resistance at 27000,25882,26802,UPSIDE: 176 points,"FMCG holding support | ITC, HUL steady amid volatility",25882 - 26802,25882.0,26802.0,23551.9,23596.6,23344.35,23431.5,BREACHED_BELOW
2025-01-13,Monday,January,9:00 AM - MARKET OPEN,Bloomberg,SELL,26343.0,25729.18,26693.64,1:1.75,2.33%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25853,26836,DOWNSIDE: 144 points,Telecom strength | Bharti Airtel gains on tariff hikes,25853 - 26836,25853.0,26836.0,23195.4,23340.95,23047.25,23085.95,BREACHED_BELOW
2025-01-14,Tuesday,January,9:00 AM - MARKET OPEN,Bloomberg,BUY,26072.4,26699.67,25634.69,1:1.43,2.41%,BULLISH,Triangle Breakout | Directional Move,25977,26833,UPSIDE: 89 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25977 - 26833,25977.0,26833.0,23165.9,23264.95,23134.15,23176.05,BREACHED_BELOW
2025-01-15,Wednesday,January,9:00 AM - MARKET OPEN,Bloomberg,SELL,26048.8,25513.92,26538.12,1:1.09,2.05%,NEUTRAL/BULLISH,Moving Average Crossover | Trend Change,25849,26811,DOWNSIDE: 167 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25849 - 26811,25849.0,26811.0,23250.45,23293.65,23146.45,23213.2,BREACHED_BELOW
2025-01-16,Thursday,January,9:00 AM - MARKET OPEN,Bloomberg,SELL,26307.2,25644.66,26681.19,1:1.77,2.52%,STRONG BULLISH,Bearish Divergence | Profit Taking,25838,26891,DOWNSIDE: 98 points,Q3 earnings season | Corporate profits robust,25838 - 26891,25838.0,26891.0,23377.25,23391.65,23272.05,23311.8,BREACHED_BELOW
2025-01-17,Friday,January,9:00 AM - MARKET OPEN,Bloomberg,SELL,26387.6,25094.66,26678.88,1:4.44,4.9%,NEUTRAL,Triangle Breakout | Directional Move,25910,26800,DOWNSIDE: 187 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25910 - 26800,25910.0,26800.0,23277.1,23292.1,23100.35,23203.2,BREACHED_BELOW
2025-01-20,Monday,January,9:00 AM - MARKET OPEN,Bloomberg,BUY,26296.0,27604.19,25805.47,1:2.67,4.97%,NEUTRAL,Bearish Divergence | Profit Taking,25956,26832,UPSIDE: 198 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25956 - 26832,25956.0,26832.0,23290.4,23391.1,23170.65,23344.75,BREACHED_BELOW
2025-01-21,Tuesday,January,9:00 AM - MARKET OPEN,Bloomberg,SELL,26385.4,25626.58,26758.51,1:2.03,2.88%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25918,26971,DOWNSIDE: 186 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25918 - 26971,25918.0,26971.0,23421.65,23426.3,22976.85,23024.65,BREACHED_BELOW
2025-01-22,Wednesday,January,9:00 AM - MARKET OPEN,Bloomberg,BUY,26178.8,27413.97,25915.71,1:4.69,4.72%,STRONG BULLISH,Bollinger Bands Squeeze | Volatility Expected,25950,26864,UPSIDE: 163 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25950 - 26864,25950.0,26864.0,23099.15,23169.55,22981.3,23155.35,BREACHED_BELOW
2025-01-23,Thursday,January,9:00 AM - MARKET OPEN,Bloomberg,SELL,26596.2,25701.44,26943.75,1:2.57,3.36%,STRONG BULLISH,Double Bottom | Reversal Expected,25953,26984,DOWNSIDE: 126 points,Cement stocks stable | UltraTech holding ground,25953 - 26984,25953.0,26984.0,23128.3,23270.8,23090.65,23205.35,BREACHED_BELOW
2025-01-24,Friday,January,9:00 AM - MARKET OPEN,Bloomberg,BUY,26274.6,27143.51,25967.5,1:2.83,3.31%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25958,26896,UPSIDE: 129 points,FII flows remain positive | Foreign buying continues,25958 - 26896,25958.0,26896.0,23183.9,23347.3,23050.0,23092.2,BREACHED_BELOW
2025-01-27,Monday,January,9:00 AM - MARKET OPEN,Bloomberg,SELL,25910.0,24684.29,26390.7,1:2.55,4.73%,NEUTRAL,Higher High-Higher Low | Bull Run Continues,25985,26841,DOWNSIDE: 178 points,"Chemical sector focus | Atul, Bayer gains on exports",25985 - 26841,25985.0,26841.0,22940.15,23007.45,22786.9,22829.15,BREACHED_BELOW
2025-01-28,Tuesday,January,9:00 AM - MARKET OPEN,Bloomberg,BUY,25954.4,27209.3,25563.48,1:3.21,4.84%,NEUTRAL,Double Bottom | Reversal Expected,25908,26922,UPSIDE: 162 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25908 - 26922,25908.0,26922.0,22960.45,23137.95,22857.65,22957.25,BREACHED_BELOW
2025-01-29,Wednesday,January,9:00 AM - MARKET OPEN,Bloomberg,BUY,26374.8,27580.13,26097.23,1:4.34,4.57%,BULLISH,Double Bottom | Reversal Expected,25931,26991,UPSIDE: 126 points,Q3 earnings season | Corporate profits robust,25931 - 26991,25931.0,26991.0,23026.75,23183.35,22976.5,23163.1,BREACHED_BELOW
2025-01-30,Thursday,January,9:00 AM - MARKET OPEN,Bloomberg,BUY,26317.2,27264.97,25867.19,1:2.11,3.6%,STRONG BULLISH,Head & Shoulders | Downside Risk,25984,26831,UPSIDE: 130 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25984 - 26831,25984.0,26831.0,23169.5,23322.05,23139.2,23249.5,BREACHED_BELOW
2025-01-31,Friday,January,9:00 AM - MARKET OPEN,Bloomberg,SELL,26365.6,25121.54,26845.44,1:2.59,4.72%,BULLISH,Bearish Divergence | Profit Taking,25918,26816,DOWNSIDE: 191 points,Energy stocks leading | Oil majors positive on crude rally,25918 - 26816,25918.0,26816.0,23296.75,23546.8,23277.4,23508.4,BREACHED_BELOW
2025-02-03,Monday,February,9:00 AM - MARKET OPEN,Bloomberg,SELL,26453.0,25803.76,26967.08,1:1.26,2.45%,BULLISH,Breakout above 26500 | Momentum Building,25853,26967,DOWNSIDE: 148 points,FII flows remain positive | Foreign buying continues,25853 - 26967,25853.0,26967.0,23319.35,23381.6,23222.0,23361.05,BREACHED_BELOW
2025-02-04,Tuesday,February,9:00 AM - MARKET OPEN,Bloomberg,BUY,26185.4,27097.72,25721.74,1:1.97,3.48%,BULLISH,Breakout above 26500 | Momentum Building,25855,26982,UPSIDE: 119 points,"Realty sector gaining traction | DLF, Oberoi up",25855 - 26982,25855.0,26982.0,23509.9,23762.75,23423.15,23739.25,BREACHED_BELOW
2025-02-05,Wednesday,February,9:00 AM - MARKET OPEN,Bloomberg,BUY,25872.8,26920.74,25572.33,1:3.49,4.05%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25961,26882,UPSIDE: 124 points,Telecom strength | Bharti Airtel gains on tariff hikes,25961 - 26882,25961.0,26882.0,23801.75,23807.3,23680.45,23696.3,BREACHED_BELOW
2025-02-06,Thursday,February,9:00 AM - MARKET OPEN,Bloomberg,SELL,26675.2,25729.92,27066.52,1:2.42,3.54%,MODERATELY BULLISH,RSI Overbought | Consolidation Zone,25818,26961,DOWNSIDE: 107 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25818 - 26961,25818.0,26961.0,23761.95,23773.55,23556.25,23603.35,BREACHED_BELOW
2025-02-07,Friday,February,9:00 AM - MARKET OPEN,Bloomberg,BUY,26447.6,27407.05,26050.2,1:2.41,3.63%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25866,26940,UPSIDE: 154 points,"Realty sector gaining traction | DLF, Oberoi up",25866 - 26940,25866.0,26940.0,23649.5,23694.5,23443.2,23559.95,BREACHED_BELOW
2025-02-10,Monday,February,9:00 AM - MARKET OPEN,Bloomberg,SELL,26047.0,25215.31,26391.37,1:2.42,3.19%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25834,26808,DOWNSIDE: 99 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25834 - 26808,25834.0,26808.0,23543.8,23568.6,23316.3,23381.6,BREACHED_BELOW
2025-02-11,Tuesday,February,9:00 AM - MARKET OPEN,Bloomberg,BUY,26733.4,27420.74,26322.4,1:1.67,2.57%,NEUTRAL,RSI Overbought | Consolidation Zone,25986,26888,UPSIDE: 52 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25986 - 26888,25986.0,26888.0,23383.55,23390.05,22986.65,23071.8,BREACHED_BELOW
2025-02-12,Wednesday,February,9:00 AM - MARKET OPEN,Bloomberg,SELL,25956.8,25098.61,26298.68,1:2.51,3.31%,BULLISH,Moving Average Crossover | Trend Change,25872,26955,DOWNSIDE: 154 points,DII support strong | Domestic funds accumulating,25872 - 26955,25872.0,26955.0,23050.8,23144.7,22798.35,23045.25,BREACHED_BELOW
2025-02-13,Thursday,February,9:00 AM - MARKET OPEN,Bloomberg,SELL,25849.2,24886.73,26122.06,1:3.53,3.72%,NEUTRAL/BULLISH,Support Breach | Watch 25800,25844,26936,DOWNSIDE: 71 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25844 - 26936,25844.0,26936.0,23055.75,23235.5,22992.2,23031.4,BREACHED_BELOW
2025-02-14,Friday,February,9:00 AM - MARKET OPEN,Bloomberg,BUY,25987.6,26785.23,25700.81,1:2.78,3.07%,BULLISH,RSI Overbought | Consolidation Zone,25898,26997,UPSIDE: 165 points,FII flows remain positive | Foreign buying continues,25898 - 26997,25898.0,26997.0,23096.45,23133.7,22774.85,22929.25,BREACHED_BELOW
2025-02-17,Monday,February,9:00 AM - MARKET OPEN,Bloomberg,SELL,25890.0,24959.37,26155.6,1:3.5,3.59%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25865,26832,DOWNSIDE: 57 points,"Realty sector gaining traction | DLF, Oberoi up",25865 - 26832,25865.0,26832.0,22809.9,22974.2,22725.45,22959.5,BREACHED_BELOW
2025-02-18,Tuesday,February,9:00 AM - MARKET OPEN,Bloomberg,BUY,26782.4,27351.87,26494.98,1:1.98,2.13%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25955,26922,UPSIDE: 172 points,Telecom strength | Bharti Airtel gains on tariff hikes,25955 - 26922,25955.0,26922.0,22963.65,22992.5,22801.5,22945.3,BREACHED_BELOW
2025-02-19,Wednesday,February,9:00 AM - MARKET OPEN,Bloomberg,BUY,26365.8,27622.83,26061.03,1:4.12,4.77%,BULLISH,Double Bottom | Reversal Expected,25920,26820,UPSIDE: 196 points,Q3 earnings season | Corporate profits robust,25920 - 26820,25920.0,26820.0,22847.25,23049.95,22814.85,22932.9,BREACHED_BELOW
2025-02-20,Thursday,February,9:00 AM - MARKET OPEN,Bloomberg,BUY,26091.2,27204.09,25784.1,1:3.62,4.27%,NEUTRAL,RSI Overbought | Consolidation Zone,25847,26829,UPSIDE: 61 points,Q3 earnings season | Corporate profits robust,25847 - 26829,25847.0,26829.0,22821.1,22923.85,22812.75,22913.15,BREACHED_BELOW
2025-02-21,Friday,February,9:00 AM - MARKET OPEN,Bloomberg,SELL,26070.6,24872.96,26432.04,1:3.31,4.59%,MODERATELY BULLISH,Double Bottom | Reversal Expected,25842,26921,DOWNSIDE: 81 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25842 - 26921,25842.0,26921.0,22857.2,22921.0,22720.3,22795.9,BREACHED_BELOW
2025-02-24,Monday,February,9:00 AM - MARKET OPEN,Bloomberg,SELL,25938.0,25196.59,26345.39,1:1.82,2.86%,STRONG BULLISH,Golden Cross | Resistance at 27000,25964,26968,DOWNSIDE: 153 points,"Chemical sector focus | Atul, Bayer gains on exports",25964 - 26968,25964.0,26968.0,22609.35,22668.05,22518.8,22553.35,BREACHED_BELOW
2025-02-25,Tuesday,February,9:00 AM - MARKET OPEN,Bloomberg,SELL,26508.4,25327.46,27038.03,1:2.23,4.45%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25983,26988,DOWNSIDE: 140 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25983 - 26988,25983.0,26988.0,22516.45,22625.3,22513.9,22547.55,BREACHED_BELOW
2025-02-26,Wednesday,February,9:00 AM - MARKET OPEN,Bloomberg,SELL,26257.8,25652.33,26554.34,1:2.04,2.31%,NEUTRAL,Support Breach | Watch 25800,25874,26968,DOWNSIDE: 173 points,FII flows remain positive | Foreign buying continues,25874 - 26968,25874.0,26968.0,,,,,NO_DATA
2025-02-27,Thursday,February,9:00 AM - MARKET OPEN,Bloomberg,BUY,26870.2,28148.07,26439.58,1:2.97,4.76%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25854,26979,UPSIDE: 173 points,Telecom strength | Bharti Airtel gains on tariff hikes,25854 - 26979,25854.0,26979.0,22568.95,22613.3,22508.4,22545.05,BREACHED_BELOW
2025-02-28,Friday,February,9:00 AM - MARKET OPEN,Bloomberg,BUY,25979.6,26691.98,25584.13,1:1.8,2.74%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25948,26984,UPSIDE: 105 points,Telecom strength | Bharti Airtel gains on tariff hikes,25948 - 26984,25948.0,26984.0,22433.4,22450.35,22104.85,22124.7,BREACHED_BELOW
2025-03-03,Monday,March,9:00 AM - MARKET OPEN,Bloomberg,SELL,25927.0,25317.4,26257.12,1:1.85,2.35%,MODERATELY BULLISH,RSI Overbought | Consolidation Zone,25808,26882,DOWNSIDE: 117 points,FII flows remain positive | Foreign buying continues,25808 - 26882,25808.0,26882.0,22194.55,22261.55,22004.7,22119.3,BREACHED_BELOW
2025-03-04,Tuesday,March,9:00 AM - MARKET OPEN,Bloomberg,SELL,26208.4,25314.24,26722.68,1:1.74,3.41%,BULLISH,Higher High-Higher Low | Bull Run Continues,25976,26902,DOWNSIDE: 89 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25976 - 26902,25976.0,26902.0,21974.45,22105.05,21964.6,22082.65,BREACHED_BELOW
2025-03-05,Wednesday,March,9:00 AM - MARKET OPEN,Bloomberg,BUY,26586.8,27407.83,26304.26,1:2.91,3.09%,NEUTRAL,Breakout above 26500 | Momentum Building,25809,26821,UPSIDE: 165 points,"Chemical sector focus | Atul, Bayer gains on exports",25809 - 26821,25809.0,26821.0,22073.05,22394.9,22067.8,22337.3,BREACHED_BELOW
2025-03-06,Thursday,March,9:00 AM - MARKET OPEN,Bloomberg,BUY,26600.2,27187.53,26314.59,1:2.06,2.21%,MODERATELY BULLISH,Double Bottom | Reversal Expected,25832,26923,UPSIDE: 107 points,Q3 earnings season | Corporate profits robust,25832 - 26923,25832.0,26923.0,22476.35,22556.45,22245.85,22544.7,BREACHED_BELOW
2025-03-07,Friday,March,9:00 AM - MARKET OPEN,Bloomberg,BUY,26339.6,27407.58,25825.52,1:2.08,4.05%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25882,26942,UPSIDE: 194 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25882 - 26942,25882.0,26942.0,22508.65,22633.8,22464.75,22552.5,BREACHED_BELOW
2025-03-10,Monday,March,9:00 AM - MARKET OPEN,Bloomberg,BUY,26428.0,27544.93,25992.69,1:2.57,4.23%,BULLISH,Triangle Breakout | Directional Move,25858,26818,UPSIDE: 110 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25858 - 26818,25858.0,26818.0,22521.85,22676.75,22429.05,22460.3,BREACHED_BELOW
2025-03-11,Tuesday,March,9:00 AM - MARKET OPEN,Bloomberg,BUY,26626.4,27450.95,26096.85,1:1.56,3.1%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25973,26837,UPSIDE: 112 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25973 - 26837,25973.0,26837.0,22345.95,22522.1,22314.7,22497.9,BREACHED_BELOW
2025-03-12,Wednesday,March,9:00 AM - MARKET OPEN,Bloomberg,BUY,26199.8,26749.03,25840.86,1:1.53,2.1%,BULLISH,Higher High-Higher Low | Bull Run Continues,25824,26942,UPSIDE: 57 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25824 - 26942,25824.0,26942.0,22536.35,22577.4,22329.55,22470.5,BREACHED_BELOW
