Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range,Support,Resistance,Open,High,Low,Close,Range_Flag
2024-12-13,Friday,December,9:00 AM - MARKET OPEN,NDTV Profit,BUY,25776.0,26501.28,25375.98,1:1.81,2.81%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25932,26858,UPSIDE: 166 points,"FMCG holding support | ITC, HUL steady amid volatility",25932 - 26858,25932.0,26858.0,24498.35,24792.3,24180.8,24768.3,BREACHED_BELOW
2024-12-16,Monday,December,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26312.4,25743.0,26614.72,1:1.88,2.16%,NEUTRAL,Moving Average Crossover | Trend Change,25911,26810,DOWNSIDE: 120 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25911 - 26810,25911.0,26810.0,24753.4,24781.25,24601.75,24668.25,BREACHED_BELOW
2024-12-17,Tuesday,December,9:00 AM - MARKET OPEN,NDTV Profit,BUY,25804.8,27076.52,25345.45,1:2.77,4.93%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25951,26885,UPSIDE: 148 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25951 - 26885,25951.0,26885.0,24584.8,24624.1,24303.45,24336.0,BREACHED_BELOW
2024-12-18,Wednesday,December,9:00 AM - MARKET OPEN,NDTV Profit,SELL,25948.2,24881.51,26376.41,1:2.49,4.11%,NEUTRAL/BULLISH,Support Breach | Watch 25800,25817,26921,DOWNSIDE: 159 points,Telecom strength | Bharti Airtel gains on tariff hikes,25817 - 26921,25817.0,26921.0,24297.95,24394.45,24149.85,24198.85,BREACHED_BELOW
2024-12-19,Thursday,December,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26537.6,27297.67,26088.74,1:1.69,2.86%,BULLISH,Bullish Engulfing | Support at 26000,25860,26903,UPSIDE: 188 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25860 - 26903,25860.0,26903.0,23877.15,24004.9,23870.3,23951.7,BREACHED_BELOW
2024-12-20,Friday,December,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26049.0,25427.1,26568.39,1:1.2,2.39%,NEUTRAL,Golden Cross | Resistance at 27000,25856,26866,DOWNSIDE: 97 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25856 - 26866,25856.0,26866.0,23960.7,24065.8,23537.35,23587.5,BREACHED_BELOW
2024-12-23,Monday,December,9:00 AM - MARKET OPEN,NDTV Profit,SELL,25995.4,25262.71,26488.95,1:1.48,2.82%,NEUTRAL,RSI Overbought | Consolidation Zone,25802,26975,DOWNSIDE: 137 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25802 - 26975,25802.0,26975.0,23738.2,23869.55,23647.2,23753.45,BREACHED_BELOW
2024-12-24,Tuesday,December,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26369.8,25547.99,26815.32,1:1.84,3.12%,STRONG BULLISH,Head & Shoulders | Downside Risk,25907,26872,DOWNSIDE: 96 points,Q3 earnings season | Corporate profits robust,25907 - 26872,25907.0,26872.0,23769.1,23867.65,23685.15,23727.65,BREACHED_BELOW
2024-12-26,Thursday,December,9:00 AM - MARKET OPEN,NDTV Profit,BUY,25648.2,26592.68,25355.48,1:3.23,3.68%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25948,26835,UPSIDE: 64 points,DII support strong | Domestic funds accumulating,25948 - 26835,25948.0,26835.0,23775.8,23854.5,23653.6,23750.2,BREACHED_BELOW
2024-12-27,Friday,December,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26389.6,27039.58,25957.92,1:1.51,2.46%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25822,26910,UPSIDE: 181 points,"Realty sector gaining traction | DLF, Oberoi up",25822 - 26910,25822.0,26910.0,23801.4,23938.85,23800.6,23813.4,BREACHED_BELOW
2024-12-30,Monday,December,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26223.0,26908.96,25837.96,1:1.78,2.62%,BULLISH,RSI Overbought | Consolidation Zone,25923,26837,UPSIDE: 153 points,"Chemical sector focus | Atul, Bayer gains on exports",25923 - 26837,25923.0,26837.0,23796.9,23915.35,23599.3,23644.9,BREACHED_BELOW
2024-12-31,Tuesday,December,9:00 AM - MARKET OPEN,NDTV Profit,BUY,25941.4,26776.43,25501.57,1:1.9,3.22%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25823,26815,UPSIDE: 177 points,DII support strong | Domestic funds accumulating,25823 - 26815,25823.0,26815.0,23560.6,23689.85,23460.45,23644.8,BREACHED_BELOW
2025-01-01,Wednesday,January,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26335.8,25226.96,26742.14,1:2.73,4.21%,MODERATELY BULLISH,Head & Shoulders | Downside Risk,25823,26913,DOWNSIDE: 83 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25823 - 26913,25823.0,26913.0,23637.65,23822.8,23562.8,23742.9,BREACHED_BELOW
2025-01-02,Thursday,January,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26545.2,27409.96,26170.35,1:2.31,3.26%,BULLISH,Triangle Breakout | Directional Move,25895,26955,UPSIDE: 71 points,Q3 earnings season | Corporate profits robust,25895 - 26955,25895.0,26955.0,23783.0,24226.7,23751.55,24188.65,BREACHED_BELOW
2025-01-03,Friday,January,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26375.6,27430.38,25885.12,1:2.15,4.0%,BULLISH,Moving Average Crossover | Trend Change,25952,26905,UPSIDE: 171 points,"FMCG holding support | ITC, HUL steady amid volatility",25952 - 26905,25952.0,26905.0,24196.4,24196.45,23976.0,24004.75,BREACHED_BELOW
2025-01-06,Monday,January,9:00 AM - MARKET OPEN,NDTV Profit,SELL,25843.0,25305.79,26232.34,1:1.38,2.08%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25952,26825,DOWNSIDE: 192 points,Energy stocks leading | Oil majors positive on crude rally,25952 - 26825,25952.0,26825.0,24045.8,24089.95,23551.9,23616.05,BREACHED_BELOW
2025-01-07,Tuesday,January,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26232.4,26947.82,25947.04,1:2.51,2.73%,MODERATELY BULLISH,RSI Overbought | Consolidation Zone,25907,26803,UPSIDE: 89 points,Cement stocks stable | UltraTech holding ground,25907 - 26803,25907.0,26803.0,23679.9,23795.2,23637.8,23707.9,BREACHED_BELOW
2025-01-08,Wednesday,January,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26585.8,25574.79,27099.49,1:1.97,3.8%,BULLISH,Double Bottom | Reversal Expected,25845,26812,DOWNSIDE: 197 points,"Chemical sector focus | Atul, Bayer gains on exports",25845 - 26812,25845.0,26812.0,23746.65,23751.85,23496.15,23688.95,BREACHED_BELOW
2025-01-09,Thursday,January,9:00 AM - MARKET OPEN,NDTV Profit,BUY,25980.2,27243.5,25601.68,1:3.34,4.86%,NEUTRAL,Head & Shoulders | Downside Risk,25953,26886,UPSIDE: 135 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25953 - 26886,25953.0,26886.0,23674.75,23689.5,23503.05,23526.5,BREACHED_BELOW
2025-01-10,Friday,January,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26381.6,27407.87,25911.39,1:2.18,3.89%,NEUTRAL,Golden Cross | Resistance at 27000,25887,26929,UPSIDE: 96 points,Telecom strength | Bharti Airtel gains on tariff hikes,25887 - 26929,25887.0,26929.0,23551.9,23596.6,23344.35,23431.5,BREACHED_BELOW
2025-01-13,Monday,January,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26653.0,27306.3,26327.94,1:2.01,2.45%,NEUTRAL/BULLISH,Support Breach | Watch 25800,25986,26893,UPSIDE: 193 points,FII flows remain positive | Foreign buying continues,25986 - 26893,25986.0,26893.0,23195.4,23340.95,23047.25,23085.95,BREACHED_BELOW
2025-01-14,Tuesday,January,9:00 AM - MARKET OPEN,NDTV Profit,SELL,25883.4,25162.8,26334.54,1:1.6,2.78%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25900,26808,DOWNSIDE: 126 points,Cement stocks stable | UltraTech holding ground,25900 - 26808,25900.0,26808.0,23165.9,23264.95,23134.15,23176.05,BREACHED_BELOW
2025-01-15,Wednesday,January,9:00 AM - MARKET OPEN,NDTV Profit,BUY,25782.8,26399.58,25373.17,1:1.51,2.39%,STRONG BULLISH,Double Bottom | Reversal Expected,25863,26863,UPSIDE: 154 points,"Realty sector gaining traction | DLF, Oberoi up",25863 - 26863,25863.0,26863.0,23250.45,23293.65,23146.45,23213.2,BREACHED_BELOW
2025-01-16,Thursday,January,9:00 AM - MARKET OPEN,NDTV Profit,SELL,25814.2,25194.51,26147.4,1:1.86,2.4%,NEUTRAL/BULLISH,Moving Average Crossover | Trend Change,25805,26931,DOWNSIDE: 98 points,Energy stocks leading | Oil majors positive on crude rally,25805 - 26931,25805.0,26931.0,23377.25,23391.65,23272.05,23311.8,BREACHED_BELOW
2025-01-17,Friday,January,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26257.6,27036.03,25811.14,1:1.74,2.96%,STRONG BULLISH,Support Breach | Watch 25800,25839,26801,UPSIDE: 85 points,DII support strong | Domestic funds accumulating,25839 - 26801,25839.0,26801.0,23277.1,23292.1,23100.35,23203.2,BREACHED_BELOW
2025-01-20,Monday,January,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26209.0,26985.81,25936.85,1:2.85,2.96%,NEUTRAL,Bullish Engulfing | Support at 26000,25974,26891,UPSIDE: 112 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25974 - 26891,25974.0,26891.0,23290.4,23391.1,23170.65,23344.75,BREACHED_BELOW
2025-01-21,Tuesday,January,9:00 AM - MARKET OPEN,NDTV Profit,SELL,25893.4,25079.93,26205.73,1:2.6,3.14%,NEUTRAL/BULLISH,Golden Cross | Resistance at 27000,25831,26819,DOWNSIDE: 145 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25831 - 26819,25831.0,26819.0,23421.65,23426.3,22976.85,23024.65,BREACHED_BELOW
2025-01-22,Wednesday,January,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26418.8,25162.23,26895.75,1:2.63,4.76%,BULLISH,Triangle Breakout | Directional Move,25978,26909,DOWNSIDE: 140 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25978 - 26909,25978.0,26909.0,23099.15,23169.55,22981.3,23155.35,BREACHED_BELOW
2025-01-23,Thursday,January,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26221.2,26896.04,25809.06,1:1.64,2.57%,STRONG BULLISH,Head & Shoulders | Downside Risk,25932,26880,UPSIDE: 58 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25932 - 26880,25932.0,26880.0,23128.3,23270.8,23090.65,23205.35,BREACHED_BELOW
2025-01-24,Friday,January,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26439.6,25192.02,26751.19,1:4.0,4.72%,BULLISH,Higher High-Higher Low | Bull Run Continues,25873,26940,DOWNSIDE: 121 points,Cement stocks stable | UltraTech holding ground,25873 - 26940,25873.0,26940.0,23183.9,23347.3,23050.0,23092.2,BREACHED_BELOW
2025-01-27,Monday,January,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26221.0,25316.38,26609.57,1:2.33,3.45%,STRONG BULLISH,Triangle Breakout | Directional Move,25919,26984,DOWNSIDE: 70 points,Energy stocks leading | Oil majors positive on crude rally,25919 - 26984,25919.0,26984.0,22940.15,23007.45,22786.9,22829.15,BREACHED_BELOW
2025-01-28,Tuesday,January,9:00 AM - MARKET OPEN,NDTV Profit,BUY,25976.4,27039.57,25553.12,1:2.51,4.09%,STRONG BULLISH,Triangle Breakout | Directional Move,25970,26952,UPSIDE: 123 points,Telecom strength | Bharti Airtel gains on tariff hikes,25970 - 26952,25970.0,26952.0,22960.45,23137.95,22857.65,22957.25,BREACHED_BELOW
2025-01-29,Wednesday,January,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26359.8,27676.76,26032.84,1:4.03,5.0%,BULLISH,RSI Overbought | Consolidation Zone,25832,26905,UPSIDE: 154 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25832 - 26905,25832.0,26905.0,23026.75,23183.35,22976.5,23163.1,BREACHED_BELOW
2025-01-30,Thursday,January,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26567.2,25335.72,26879.89,1:3.94,4.64%,NEUTRAL/BULLISH,Golden Cross | Resistance at 27000,25993,26876,DOWNSIDE: 81 points,DII support strong | Domestic funds accumulating,25993 - 26876,25993.0,26876.0,23169.5,23322.05,23139.2,23249.5,BREACHED_BELOW
2025-01-31,Friday,January,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26046.6,25181.2,26318.15,1:3.19,3.32%,BULLISH,Head & Shoulders | Downside Risk,25828,26968,DOWNSIDE: 164 points,"FMCG holding support | ITC, HUL steady amid volatility",25828 - 26968,25828.0,26968.0,23296.75,23546.8,23277.4,23508.4,BREACHED_BELOW
2025-02-03,Monday,February,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26719.0,25844.2,27150.48,1:2.03,3.27%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25808,26843,DOWNSIDE: 149 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25808 - 26843,25808.0,26843.0,23319.35,23381.6,23222.0,23361.05,BREACHED_BELOW
2025-02-04,Tuesday,February,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26475.4,25277.77,26779.82,1:3.93,4.52%,BULLISH,Triangle Breakout | Directional Move,25914,26823,DOWNSIDE: 135 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25914 - 26823,25914.0,26823.0,23509.9,23762.75,23423.15,23739.25,BREACHED_BELOW
2025-02-05,Wednesday,February,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26607.8,25511.82,26983.49,1:2.92,4.12%,NEUTRAL,Triangle Breakout | Directional Move,25888,26805,DOWNSIDE: 167 points,Telecom strength | Bharti Airtel gains on tariff hikes,25888 - 26805,25888.0,26805.0,23801.75,23807.3,23680.45,23696.3,BREACHED_BELOW
2025-02-06,Thursday,February,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26251.2,27118.42,25749.64,1:1.73,3.3%,MODERATELY BULLISH,Double Bottom | Reversal Expected,25812,26999,UPSIDE: 75 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25812 - 26999,25812.0,26999.0,23761.95,23773.55,23556.25,23603.35,BREACHED_BELOW
2025-02-07,Friday,February,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26167.6,27231.43,25874.41,1:3.63,4.07%,STRONG BULLISH,Higher High-Higher Low | Bull Run Continues,25963,26824,UPSIDE: 182 points,Energy stocks leading | Oil majors positive on crude rally,25963 - 26824,25963.0,26824.0,23649.5,23694.5,23443.2,23559.95,BREACHED_BELOW
2025-02-10,Monday,February,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26172.0,24982.3,26691.54,1:2.29,4.55%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25993,26923,DOWNSIDE: 58 points,FII flows remain positive | Foreign buying continues,25993 - 26923,25993.0,26923.0,23543.8,23568.6,23316.3,23381.6,BREACHED_BELOW
2025-02-11,Tuesday,February,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26261.4,24954.74,26565.31,1:4.3,4.98%,MODERATELY BULLISH,RSI Overbought | Consolidation Zone,25973,26929,DOWNSIDE: 183 points,Q3 earnings season | Corporate profits robust,25973 - 26929,25973.0,26929.0,23383.55,23390.05,22986.65,23071.8,BREACHED_BELOW
2025-02-12,Wednesday,February,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26654.8,25761.11,27124.55,1:1.9,3.35%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25910,26859,DOWNSIDE: 180 points,FII flows remain positive | Foreign buying continues,25910 - 26859,25910.0,26859.0,23050.8,23144.7,22798.35,23045.25,BREACHED_BELOW
2025-02-13,Thursday,February,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26100.2,24849.93,26508.77,1:3.06,4.79%,BULLISH,Moving Average Crossover | Trend Change,25853,26814,DOWNSIDE: 136 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25853 - 26814,25853.0,26814.0,23055.75,23235.5,22992.2,23031.4,BREACHED_BELOW
2025-02-14,Friday,February,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26718.6,26095.05,27069.16,1:1.78,2.33%,STRONG BULLISH,Golden Cross | Resistance at 27000,25847,26856,DOWNSIDE: 185 points,FII flows remain positive | Foreign buying continues,25847 - 26856,25847.0,26856.0,23096.45,23133.7,22774.85,22929.25,BREACHED_BELOW
2025-02-17,Monday,February,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26436.0,25713.04,26881.0,1:1.62,2.73%,NEUTRAL/BULLISH,Bullish Engulfing | Support at 26000,25817,26931,DOWNSIDE: 149 points,"Realty sector gaining traction | DLF, Oberoi up",25817 - 26931,25817.0,26931.0,22809.9,22974.2,22725.45,22959.5,BREACHED_BELOW
2025-02-18,Tuesday,February,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26488.4,27334.48,26028.99,1:1.84,3.19%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25942,26840,UPSIDE: 53 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25942 - 26840,25942.0,26840.0,22963.65,22992.5,22801.5,22945.3,BREACHED_BELOW
2025-02-19,Wednesday,February,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26730.8,25865.49,27187.15,1:1.9,3.24%,NEUTRAL,Breakout above 26500 | Momentum Building,25939,26861,DOWNSIDE: 50 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25939 - 26861,25939.0,26861.0,22847.25,23049.95,22814.85,22932.9,BREACHED_BELOW
2025-02-20,Thursday,February,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26031.2,26746.69,25709.59,1:2.22,2.75%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25816,26868,UPSIDE: 69 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25816 - 26868,25816.0,26868.0,22821.1,22923.85,22812.75,22913.15,BREACHED_BELOW
2025-02-21,Friday,February,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26493.6,27568.34,26134.27,1:2.99,4.06%,NEUTRAL,Double Bottom | Reversal Expected,25955,26881,UPSIDE: 120 points,DII support strong | Domestic funds accumulating,25955 - 26881,25955.0,26881.0,22857.2,22921.0,22720.3,22795.9,BREACHED_BELOW
2025-02-24,Monday,February,9:00 AM - MARKET OPEN,NDTV Profit,BUY,25934.0,26915.25,25563.77,1:2.65,3.78%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25855,26853,UPSIDE: 113 points,DII support strong | Domestic funds accumulating,25855 - 26853,25855.0,26853.0,22609.35,22668.05,22518.8,22553.35,BREACHED_BELOW
2025-02-25,Tuesday,February,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26355.4,25208.11,26823.81,1:2.45,4.35%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25880,26921,DOWNSIDE: 117 points,Energy stocks leading | Oil majors positive on crude rally,25880 - 26921,25880.0,26921.0,22516.45,22625.3,22513.9,22547.55,BREACHED_BELOW
2025-02-26,Wednesday,February,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26733.8,27907.15,26388.16,1:3.39,4.39%,NEUTRAL/BULLISH,Support Breach | Watch 25800,25862,26920,UPSIDE: 125 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25862 - 26920,25862.0,26920.0,,,,,NO_DATA
2025-02-27,Thursday,February,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26433.2,27425.96,26055.43,1:2.63,3.76%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25925,26835,UPSIDE: 144 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25925 - 26835,25925.0,26835.0,22568.95,22613.3,22508.4,22545.05,BREACHED_BELOW
2025-02-28,Friday,February,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26541.6,25927.12,26978.63,1:1.41,2.32%,NEUTRAL/BEARISH,Breakout above 26500 | Momentum Building,25890,26858,DOWNSIDE: 191 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25890 - 26858,25890.0,26858.0,22433.4,22450.35,22104.85,22124.7,BREACHED_BELOW
2025-03-03,Monday,March,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26761.0,27394.25,26363.06,1:1.59,2.37%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25881,26859,UPSIDE: 163 points,Cement stocks stable | UltraTech holding ground,25881 - 26859,25881.0,26859.0,22194.55,22261.55,22004.7,22119.3,BREACHED_BELOW
2025-03-04,Tuesday,March,9:00 AM - MARKET OPEN,NDTV Profit,SELL,25958.4,24855.58,26401.26,1:2.49,4.25%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25834,26827,DOWNSIDE: 98 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25834 - 26827,25834.0,26827.0,21974.45,22105.05,21964.6,22082.65,BREACHED_BELOW
2025-03-05,Wednesday,March,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26443.8,25502.52,26819.76,1:2.5,3.56%,MODERATELY BULLISH,Head & Shoulders | Downside Risk,25959,26949,DOWNSIDE: 102 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25959 - 26949,25959.0,26949.0,22073.05,22394.9,22067.8,22337.3,BREACHED_BELOW
2025-03-06,Thursday,March,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26276.2,27045.65,25913.02,1:2.12,2.93%,MODERATELY BULLISH,RSI Overbought | Consolidation Zone,25813,26809,UPSIDE: 97 points,DII support strong | Domestic funds accumulating,25813 - 26809,25813.0,26809.0,22476.35,22556.45,22245.85,22544.7,BREACHED_BELOW
2025-03-07,Friday,March,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26892.6,25639.23,27308.24,1:3.02,4.66%,BULLISH,Triangle Breakout | Directional Move,25825,26959,DOWNSIDE: 82 points,"FMCG holding support | ITC, HUL steady amid volatility",25825 - 26959,25825.0,26959.0,22508.65,22633.8,22464.75,22552.5,BREACHED_BELOW
2025-03-10,Monday,March,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26445.0,27365.16,25958.78,1:1.89,3.48%,BULLISH,Bearish Divergence | Profit Taking,25816,26951,UPSIDE: 120 points,Energy stocks leading | Oil majors positive on crude rally,25816 - 26951,25816.0,26951.0,22521.85,22676.75,22429.05,22460.3,BREACHED_BELOW
2025-03-11,Tuesday,March,9:00 AM - MARKET OPEN,NDTV Profit,BUY,26473.4,27154.26,26142.51,1:2.06,2.57%,MODERATELY BULLISH,RSI Overbought | Consolidation Zone,25979,26912,UPSIDE: 165 points,Q3 earnings season | Corporate profits robust,25979 - 26912,25979.0,26912.0,22345.95,22522.1,22314.7,22497.9,BREACHED_BELOW
2025-03-12,Wednesday,March,9:00 AM - MARKET OPEN,NDTV Profit,SELL,26372.8,25732.06,26837.05,1:1.38,2.43%,NEUTRAL/BEARISH,Golden Cross | Resistance at 27000,25992,26813,DOWNSIDE: 67 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25992 - 26813,25992.0,26813.0,22536.35,22577.4,22329.55,22470.5,BREACHED_BELOW
